timestamp,temperature,irradiance,voltage,current,power
2025-10-27 15:50:30.103733,37.503514075092184,733.7465481874378,33.33927570383404,5.154652279363799,171.85237349910628
2025-10-27 15:50:32.228524,28.700182893023875,710.510372516785,38.73417078539883,9.27814948390229,359.3814266819313
2025-10-27 15:50:34.234923,32.78579171898878,748.6967021431258,33.032672385816184,5.545345354324921,183.17757635562288
2025-10-27 15:50:36.237203,36.995953275427915,495.0526764820733,35.5337871897722,8.22183934737999,292.1530896782961
2025-10-27 15:50:38.239438,37.67515062360109,997.268392039086,32.878135019847,7.665857793465648,252.03910757650996
2025-10-27 15:50:40.246662,33.5123737460943,960.4068639659862,33.84501359148288,8.42015971381146,284.98041995640546
2025-10-27 15:50:42.253316,44.5109508635143,599.0654297068788,32.59573776754277,8.059367917276088,262.7010432036787
2025-10-27 15:50:44.260344,40.49246205112162,762.0961307316911,30.579141595807343,7.615911580668908,232.88803860642346
2025-10-27 15:50:46.264483,33.60772218826493,952.7012952606559,31.935835824189013,7.924893746474355,253.0881056115472
2025-10-27 15:50:48.267625,27.7816477393187,826.5955136303771,30.95711067546371,6.482703764911634,200.68577792661475
2025-10-27 15:50:50.275234,33.92173297894517,570.4651623140562,39.55318855829475,7.396037956340597,292.53688387144456
2025-10-27 15:50:52.278697,38.88001371504879,961.4814295836688,35.228325184732746,7.784993455505533,274.2522810115652
2025-10-27 15:50:54.282781,43.486137991381426,793.5943208484834,35.10437302355189,7.938075289847501,278.6611560638464
2025-10-27 15:50:56.289838,36.2982513078213,758.7927478964857,31.002618775736202,9.533956698864241,295.5776249592645
2025-10-27 15:50:58.294245,37.864291910540175,427.1600600387295,39.60013259210693,7.309540564366476,289.45877553629657
2025-10-27 15:51:00.300678,43.66456641152889,676.1379936468265,38.71545553417448,8.978408985746576,347.60319385530414
2025-10-27 15:51:02.305387,36.238903685191204,473.8509084835347,32.518401370889116,5.1615573043636935,167.84559212214307
2025-10-27 15:51:04.308386,25.754733598220135,952.1843720234554,37.981540441901565,6.843820099512773,259.9388298867432
2025-10-27 15:51:06.311137,30.424403919811848,872.8593962086366,32.484686913950135,7.403916292485112,240.51390269847332
2025-10-27 15:51:08.314269,37.358033162507965,891.6641998005935,35.743065633004605,8.341497570587128,298.1506951430442
2025-10-27 15:51:10.321165,26.649670294152923,743.089576196839,35.010242629235876,6.868383661017,240.46377844288455
2025-10-27 15:51:12.324099,43.08091231452886,926.3862495182489,35.40767920902735,6.783046660063457,240.17194019939126
2025-10-27 15:51:14.327449,31.489283454317068,818.3369353673818,32.67651141449352,9.195941579787029,300.4912899989264
2025-10-27 15:51:16.330950,34.39289932607048,480.9952154636551,39.824669454101965,7.632604184334635,303.9659387151224
2025-10-27 15:51:18.337595,27.752233950488797,658.5220486864752,38.639051000688696,9.760011943347257,377.1175992463254
2025-10-27 15:51:20.344734,33.94894897238303,785.9413603729272,38.0737623348362,9.887968372694809,376.4721577963592
2025-10-27 15:51:22.348676,25.867885465587403,630.7318169836697,34.83244970284686,9.312506768138975,324.3774236086218
2025-10-27 15:51:24.355715,34.07174248417874,779.3092667091291,31.095505834253213,6.912504159666543,214.94781342621062
2025-10-27 15:51:26.362349,31.34463587229656,839.5684423141947,30.566619276038853,6.185591220235208,189.0726118261382
2025-10-27 15:51:28.369110,37.902286767983135,964.3178181570843,30.002870312058068,6.533139676124651,196.01294243332896
2025-10-27 15:51:30.375744,31.940708440057094,764.8268388308172,30.952880411032336,7.2689299908450185,224.99432072279222
2025-10-27 15:51:32.378066,31.75509911309297,478.95831280817623,39.84161370137049,9.768035088316271,389.17428061012924
2025-10-27 15:51:34.381713,31.57506067652193,459.2421740365652,37.472183559869784,6.207643189840088,232.61394508386334
2025-10-27 15:51:36.384454,29.401148135168782,687.1347387504347,34.43579469088236,6.444779177235001,221.93109257533825
2025-10-27 15:51:38.388988,39.14397542019732,596.3344068611328,33.52825560466696,7.479504311997696,250.77473236886743
2025-10-27 15:51:40.391713,32.07807539620156,465.2314682132667,38.78413179813957,5.176277846139358,200.75744220845888
2025-10-27 15:51:42.396021,44.5173856087377,583.1188033821057,38.70294833588288,6.053468857404396,234.2870924409983
2025-10-27 15:51:44.398763,28.496141250175583,767.1170068496576,33.188932127597795,9.408242233794368,312.24951293740037
2025-10-27 15:51:46.401712,44.60068466601095,467.32294619397646,30.197807633333234,7.5185509878263,227.04375641178618
2025-10-27 15:51:48.408767,34.79885761542503,852.2123528283196,37.20499714054784,7.422304463295774,276.14681633319475
2025-10-27 15:51:50.415528,37.48788277307439,527.6491402491275,35.34786703118395,7.2144616794977035,255.01583214845687
2025-10-27 15:51:52.418622,25.419805906528442,954.9313852755134,33.09689772048915,8.287538959535535,274.2918292983167
2025-10-27 15:51:54.421862,25.249009203563062,832.8731073991944,37.43924139260396,7.784711917921639,291.4537086669492
2025-10-27 15:51:56.425233,30.99137915751178,526.293385747967,34.57946802266234,9.060844634542264,313.31918729846586
2025-10-27 15:51:58.429381,34.99448063812075,644.2570061952733,36.198962790674244,5.8392594561687,211.3751357789435
2025-10-27 15:52:00.438530,33.176406746477234,445.1869779072787,33.847281729111955,7.287909252775064,246.6759176948794
2025-10-27 15:52:02.445502,43.31213037659528,751.4829324777093,30.170265838812792,6.168643521423505,186.10961490621742
2025-10-27 15:52:04.449630,34.810106860407366,656.486403488993,39.96164891151537,6.173977118094891,246.7223059810375
2025-10-27 15:52:06.452996,42.40048051646284,738.1216272597264,32.12188418052297,9.907565553971876,318.2496732356235
2025-10-27 15:52:08.460661,37.07755017238079,513.5397647643055,37.69626330762338,9.309914517093961,350.9489890078394
